0,1,1,1,1,1,1
0.1,0.74,0.81,0.86,0.88,0.87,0.88
0.2,0.56,0.66,0.74,0.75,0.78,0.79
0.3,0.43,0.55,0.63,0.67,0.68,0.71
0.4,0.36,0.49,0.54,0.61,0.62,0.63
0.5,0.28,0.42,0.49,0.55,0.55,0.56
0.6,0.26,0.34,0.43,0.48,0.5,0.5
0.7,0.22,0.31,0.38,0.44,0.46,0.46
0.8,0.21,0.27,0.35,0.38,0.42,0.42
1,0.19,0.21,0.3,0.33,0.35,0.37
1.2,0.17,0.19,0.25,0.29,0.31,0.33
