0,1,1,1,1,1,1
0.1,0.71,0.82,o.87,0.88,0.88,0.89
0.2,0.57,0.64,0.74,0.75,0.79,0.8
0.3,0.45,0.54,0.62,0.68,0.68,0.72
0.4,0.38,0.48,0.53,0.62,0.63,0.65
0.5,0.28,0.42,0.47,0.57,0.57,0.57
0.6,0.27,0.33,0.42,0.5,0.52,0.52
0.7,0.22,0.29,0.37,0.46,0.49,0.49
0.8,0.21,0.25,0.35,0.4,0.45,0.45
1,0.17,0.17,0.29,0.34,0.38,0.4
1.2,0.13,0.15,0.23,0.3,0.32,0.36
