0,1,1,1,1,1,1
0.1,0.78,0.87,0.91,0.91,0.92,0.92
0.2,0.64,0.73,0.8,0.82,0.85,0.85
0.3,0.51,0.63,0.72,0.76,0.76,0.79
0.4,0.42,0.56,0.63,0.7,0.71,0.72
0.5,0.32,0.5,0.58,0.65,0.66,0.66
0.6,0.29,0.43,0.53,0.59,0.61,0.62
0.7,0.23,0.38,0.48,0.55,0.57,0.58
0.8,0.21,0.34,0.45,0.5,0.53,0.54
1,0.15,0.26,0.38,0.43,0.47,0.48
1.2,0.11,0.23,0.32,0.39,0.41,0.44
