0,1,1,1,1,1,1
0.1,0.7,0.83,0.9,0.92,0.92,0.93
0.2,0.54,0.66,0.8,0.83,0.87,0.87
0.3,0.4,0.57,0.71,0.77,0.78,0.81
0.4,0.32,0.51,0.63,0.73,0.74,0.77
0.5,0.22,0.46,0.6,0.69,0.69,0.7
0.6,0.2,0.39,0.54,0.63,0.66,0.67
0.7,0.16,0.35,0.5,0.6,0.63,0.64
0.8,0.14,0.32,0.48,0.55,0.6,0.61
1,0.1,0.24,0.43,0.49,0.55,0.57
1.2,0.06,0.23,0.37,0.46,0.49,0.53
